Current packet size,Previous packet size,Current time gap,Previous time gap,traffic_class
1446,0,0.0,0.0,HTTPS_WEB
1251,1446,0.022485,0.0,HTTPS_WEB
859,1251,0.010137,0.022485,HTTPS_WEB
1136,859,0.02074,0.010137,HTTPS_WEB
1238,1136,0.029106,0.02074,HTTPS_WEB
1271,1238,0.018775,0.029106,HTTPS_WEB
1157,1271,0.011621,0.018775,HTTPS_WEB
1241,1157,0.012343,0.011621,HTTPS_WEB
1460,1241,0.016091,0.012343,HTTPS_WEB
1458,1460,0.018644,0.016091,HTTPS_WEB
1009,1458,0.01644,0.018644,HTTPS_WEB
1072,1009,0.019511,0.01644,HTTPS_WEB
1159,1072,0.014971,0.019511,HTTPS_WEB
865,1159,0.017264,0.014971,HTTPS_WEB
938,865,0.022754,0.017264,HTTPS_WEB
888,938,0.008546,0.022754,HTTPS_WEB
973,888,0.016761,0.008546,HTTPS_WEB
1430,973,0.01674,0.016761,HTTPS_WEB
1026,1430,0.022445,0.01674,HTTPS_WEB
995,1026,0.014413,0.022445,HTTPS_WEB
1338,995,0.020571,0.014413,HTTPS_WEB
1099,1338,0.023719,0.020571,HTTPS_WEB
1255,1099,0.003051,0.023719,HTTPS_WEB
1048,1255,0.02418,0.003051,HTTPS_WEB
855,1048,0.009102,0.02418,HTTPS_WEB
1264,855,0.008342,0.009102,HTTPS_WEB
900,1264,0.004156,0.008342,HTTPS_WEB
1088,900,0.010378,0.004156,HTTPS_WEB
1048,1088,0.015966,0.010378,HTTPS_WEB
1215,1048,0.013317,0.015966,HTTPS_WEB
1079,1215,0.012762,0.013317,HTTPS_WEB
1157,1079,0.008213,0.012762,HTTPS_WEB
899,1157,0.022071,0.008213,HTTPS_WEB
1460,899,0.022709,0.022071,HTTPS_WEB
963,1460,0.018927,0.022709,HTTPS_WEB
1396,963,0.002794,0.018927,HTTPS_WEB
1206,1396,0.031913,0.002794,HTTPS_WEB
1205,1206,0.017029,0.031913,HTTPS_WEB
1243,1205,0.019777,0.017029,HTTPS_WEB
841,1243,0.005512,0.019777,HTTPS_WEB
1353,841,0.01592,0.005512,HTTPS_WEB
1088,1353,0.018893,0.01592,HTTPS_WEB
1397,1088,0.015014,0.018893,HTTPS_WEB
1152,1397,0.022105,0.015014,HTTPS_WEB
1112,1152,0.025102,0.022105,HTTPS_WEB
947,1112,0.006595,0.025102,HTTPS_WEB
1042,947,0.021951,0.006595,HTTPS_WEB
1256,1042,0.01876,0.021951,HTTPS_WEB
944,1256,0.015967,0.01876,HTTPS_WEB
821,944,0.005004,0.015967,HTTPS_WEB
1177,0,0.0,0.0,HTTPS_WEB
1018,1177,0.020635,0.0,HTTPS_WEB
1193,1018,0.027102,0.020635,HTTPS_WEB
1058,1193,0.007335,0.027102,HTTPS_WEB
1355,1058,0.030931,0.007335,HTTPS_WEB
1153,1355,0.002335,0.030931,HTTPS_WEB
1031,1153,0.014938,0.002335,HTTPS_WEB
1122,1031,0.020118,0.014938,HTTPS_WEB
1254,1122,0.017967,0.020118,HTTPS_WEB
1078,1254,0.011641,0.017967,HTTPS_WEB
1032,1078,0.014543,0.011641,HTTPS_WEB
1223,1032,0.012549,0.014543,HTTPS_WEB
1224,1223,0.011874,0.012549,HTTPS_WEB
1088,1224,0.021947,0.011874,HTTPS_WEB
1095,1088,0.018499,0.021947,HTTPS_WEB
1221,1095,0.01115,0.018499,HTTPS_WEB
919,1221,0.022297,0.01115,HTTPS_WEB
926,919,0.018151,0.022297,HTTPS_WEB
1050,926,0.02169,0.018151,HTTPS_WEB
1141,1050,0.020407,0.02169,HTTPS_WEB
1235,1141,0.010197,0.020407,HTTPS_WEB
1445,1235,0.012079,0.010197,HTTPS_WEB
1334,1445,0.021231,0.012079,HTTPS_WEB
1151,1334,0.020273,0.021231,HTTPS_WEB
1176,1151,0.015854,0.020273,HTTPS_WEB
999,1176,0.016821,0.015854,HTTPS_WEB
1176,999,0.024944,0.016821,HTTPS_WEB
1128,1176,0.011859,0.024944,HTTPS_WEB
1238,1128,0.01983,0.011859,HTTPS_WEB
1031,1238,0.014585,0.01983,HTTPS_WEB
1273,1031,0.014476,0.014585,HTTPS_WEB
1455,1273,0.023691,0.014476,HTTPS_WEB
1160,1455,0.021778,0.023691,HTTPS_WEB
1252,1160,0.021695,0.021778,HTTPS_WEB
1304,1252,0.025138,0.021695,HTTPS_WEB
1107,1304,0.016147,0.025138,HTTPS_WEB
1220,1107,0.020774,0.016147,HTTPS_WEB
1182,1220,0.013828,0.020774,HTTPS_WEB
1197,1182,0.018269,0.013828,HTTPS_WEB
1040,1197,0.015089,0.018269,HTTPS_WEB
1184,1040,0.016679,0.015089,HTTPS_WEB
1269,1184,0.020166,0.016679,HTTPS_WEB
1441,1269,0.010272,0.020166,HTTPS_WEB
1352,1441,0.030647,0.010272,HTTPS_WEB
1460,1352,0.008958,0.030647,HTTPS_WEB
1041,1460,0.007501,0.008958,HTTPS_WEB
1337,1041,0.024107,0.007501,HTTPS_WEB
1213,1337,0.021542,0.024107,HTTPS_WEB
1460,1213,0.020369,0.021542,HTTPS_WEB
1034,1460,0.020398,0.020369,HTTPS_WEB
934,0,0.0,0.0,HTTPS_WEB
1270,934,0.011455,0.0,HTTPS_WEB
1089,1270,0.01006,0.011455,HTTPS_WEB
1368,1089,0.009446,0.01006,HTTPS_WEB
1137,1368,0.018332,0.009446,HTTPS_WEB
1166,1137,0.014195,0.018332,HTTPS_WEB
1460,1166,0.008347,0.014195,HTTPS_WEB
1460,1460,0.014122,0.008347,HTTPS_WEB
1321,1460,0.012375,0.014122,HTTPS_WEB
1128,1321,0.02225,0.012375,HTTPS_WEB
1112,1128,0.012057,0.02225,HTTPS_WEB
1032,1112,0.033775,0.012057,HTTPS_WEB
1067,1032,0.025778,0.033775,HTTPS_WEB
1130,1067,0.013271,0.025778,HTTPS_WEB
1460,1130,0.024047,0.013271,HTTPS_WEB
1144,1460,0.019676,0.024047,HTTPS_WEB
959,1144,0.017634,0.019676,HTTPS_WEB
1187,959,0.021619,0.017634,HTTPS_WEB
1212,1187,0.016378,0.021619,HTTPS_WEB
1186,1212,0.017682,0.016378,HTTPS_WEB
1323,1186,0.021763,0.017682,HTTPS_WEB
1192,1323,0.030367,0.021763,HTTPS_WEB
1318,1192,0.017758,0.030367,HTTPS_WEB
1039,1318,0.012823,0.017758,HTTPS_WEB
1460,1039,0.001795,0.012823,HTTPS_WEB
1225,1460,0.029729,0.001795,HTTPS_WEB
1252,1225,0.014157,0.029729,HTTPS_WEB
1038,1252,0.019744,0.014157,HTTPS_WEB
1264,1038,0.029341,0.019744,HTTPS_WEB
1297,1264,0.017593,0.029341,HTTPS_WEB
969,1297,0.014637,0.017593,HTTPS_WEB
881,969,0.025938,0.014637,HTTPS_WEB
1232,881,0.019225,0.025938,HTTPS_WEB
1092,1232,0.020103,0.019225,HTTPS_WEB
1226,1092,0.005338,0.020103,HTTPS_WEB
947,1226,0.024441,0.005338,HTTPS_WEB
899,947,0.018629,0.024441,HTTPS_WEB
1217,899,0.006399,0.018629,HTTPS_WEB
1117,1217,0.019396,0.006399,HTTPS_WEB
800,1117,0.001562,0.019396,HTTPS_WEB
1421,800,0.032394,0.001562,HTTPS_WEB
944,1421,0.008287,0.032394,HTTPS_WEB
1460,944,0.027283,0.008287,HTTPS_WEB
1067,1460,0.010309,0.027283,HTTPS_WEB
1252,1067,0.019922,0.010309,HTTPS_WEB
1460,1252,0.009615,0.019922,HTTPS_WEB
1446,1460,0.02298,0.009615,HTTPS_WEB
1460,1446,0.014353,0.02298,HTTPS_WEB
905,1460,0.019274,0.014353,HTTPS_WEB
975,905,0.016105,0.019274,HTTPS_WEB
1097,0,0.0,0.0,HTTPS_WEB
1027,1097,0.013308,0.0,HTTPS_WEB
1329,1027,0.023044,0.013308,HTTPS_WEB
1025,1329,0.011962,0.023044,HTTPS_WEB
1192,1025,0.02185,0.011962,HTTPS_WEB
1094,1192,0.008092,0.02185,HTTPS_WEB
1266,1094,0.019709,0.008092,HTTPS_WEB
1240,1266,0.026091,0.019709,HTTPS_WEB
1366,1240,0.001302,0.026091,HTTPS_WEB
1088,1366,0.010422,0.001302,HTTPS_WEB
1131,1088,0.02004,0.010422,HTTPS_WEB
1003,1131,0.014579,0.02004,HTTPS_WEB
1100,1003,0.018598,0.014579,HTTPS_WEB
1247,1100,0.011772,0.018598,HTTPS_WEB
1316,1247,0.016606,0.011772,HTTPS_WEB
1014,1316,0.01491,0.016606,HTTPS_WEB
1336,1014,0.024174,0.01491,HTTPS_WEB
1424,1336,0.017781,0.024174,HTTPS_WEB
1254,1424,0.018363,0.017781,HTTPS_WEB
1460,1254,0.013117,0.018363,HTTPS_WEB
1040,1460,0.012587,0.013117,HTTPS_WEB
955,1040,0.012972,0.012587,HTTPS_WEB
859,955,0.018761,0.012972,HTTPS_WEB
1449,859,0.013053,0.018761,HTTPS_WEB
1297,1449,0.018028,0.013053,HTTPS_WEB
1169,1297,0.030528,0.018028,HTTPS_WEB
1230,1169,0.022098,0.030528,HTTPS_WEB
977,1230,0.013718,0.022098,HTTPS_WEB
1460,977,0.024408,0.013718,HTTPS_WEB
1203,1460,0.013143,0.024408,HTTPS_WEB
1199,1203,0.001733,0.013143,HTTPS_WEB
1310,1199,0.008943,0.001733,HTTPS_WEB
1266,1310,0.002904,0.008943,HTTPS_WEB
1220,1266,0.013539,0.002904,HTTPS_WEB
1037,1220,0.016129,0.013539,HTTPS_WEB
1264,1037,0.027735,0.016129,HTTPS_WEB
1460,1264,0.018288,0.027735,HTTPS_WEB
1422,1460,0.014466,0.018288,HTTPS_WEB
1460,1422,0.021806,0.014466,HTTPS_WEB
1087,1460,0.000522,0.021806,HTTPS_WEB
1001,1087,0.017649,0.000522,HTTPS_WEB
1157,1001,0.021396,0.017649,HTTPS_WEB
1190,1157,0.00565,0.021396,HTTPS_WEB
1376,1190,0.024006,0.00565,HTTPS_WEB
875,1376,0.018369,0.024006,HTTPS_WEB
1455,875,0.013093,0.018369,HTTPS_WEB
1151,1455,0.020429,0.013093,HTTPS_WEB
1103,1151,0.031895,0.020429,HTTPS_WEB
997,1103,0.017273,0.031895,HTTPS_WEB
882,997,0.017738,0.017273,HTTPS_WEB
1210,0,0.0,0.0,HTTPS_WEB
1146,1210,0.010555,0.0,HTTPS_WEB
1183,1146,0.008226,0.010555,HTTPS_WEB
1242,1183,0.028266,0.008226,HTTPS_WEB
1082,1242,0.02255,0.028266,HTTPS_WEB
1039,1082,0.024901,0.02255,HTTPS_WEB
1215,1039,0.021052,0.024901,HTTPS_WEB
1003,1215,0.008097,0.021052,HTTPS_WEB
1253,1003,0.012328,0.008097,HTTPS_WEB
873,1253,0.019426,0.012328,HTTPS_WEB
1365,873,0.007445,0.019426,HTTPS_WEB
1265,1365,0.020991,0.007445,HTTPS_WEB
1226,1265,0.014318,0.020991,HTTPS_WEB
1356,1226,0.013376,0.014318,HTTPS_WEB
1460,1356,0.020977,0.013376,HTTPS_WEB
1362,1460,0.01911,0.020977,HTTPS_WEB
848,1362,0.013473,0.01911,HTTPS_WEB
949,848,0.024115,0.013473,HTTPS_WEB
1067,949,0.008433,0.024115,HTTPS_WEB
1184,1067,0.020312,0.008433,HTTPS_WEB
1273,1184,0.020152,0.020312,HTTPS_WEB
1049,1273,0.013833,0.020152,HTTPS_WEB
1213,1049,0.018283,0.013833,HTTPS_WEB
1044,1213,0.007242,0.018283,HTTPS_WEB
1069,1044,0.022468,0.007242,HTTPS_WEB
926,1069,0.014706,0.022468,HTTPS_WEB
1013,926,0.012341,0.014706,HTTPS_WEB
936,1013,0.023343,0.012341,HTTPS_WEB
1004,936,0.01107,0.023343,HTTPS_WEB
1369,1004,0.006141,0.01107,HTTPS_WEB
1009,1369,0.005104,0.006141,HTTPS_WEB
1460,1009,0.020242,0.005104,HTTPS_WEB
1268,1460,0.007037,0.020242,HTTPS_WEB
1213,1268,0.028284,0.007037,HTTPS_WEB
1025,1213,0.001426,0.028284,HTTPS_WEB
1306,1025,0.027875,0.001426,HTTPS_WEB
1076,1306,0.017477,0.027875,HTTPS_WEB
1201,1076,0.015323,0.017477,HTTPS_WEB
1460,1201,0.012186,0.015323,HTTPS_WEB
1162,1460,0.018794,0.012186,HTTPS_WEB
1386,1162,0.015737,0.018794,HTTPS_WEB
1053,1386,0.023723,0.015737,HTTPS_WEB
1173,1053,0.0168,0.023723,HTTPS_WEB
1460,1173,0.017052,0.0168,HTTPS_WEB
1067,1460,0.013455,0.017052,HTTPS_WEB
1460,1067,0.015601,0.013455,HTTPS_WEB
1307,1460,0.018155,0.015601,HTTPS_WEB
1078,1307,0.004029,0.018155,HTTPS_WEB
1293,1078,0.006563,0.004029,HTTPS_WEB
1355,1293,0.021203,0.006563,HTTPS_WEB
1435,0,0.0,0.0,HTTPS_WEB
1077,1435,0.013836,0.0,HTTPS_WEB
1030,1077,0.017555,0.013836,HTTPS_WEB
1264,1030,0.012649,0.017555,HTTPS_WEB
1080,1264,0.02479,0.012649,HTTPS_WEB
1293,1080,0.009738,0.02479,HTTPS_WEB
1216,1293,0.014692,0.009738,HTTPS_WEB
907,1216,0.012922,0.014692,HTTPS_WEB
1458,907,0.026129,0.012922,HTTPS_WEB
1460,1458,0.017376,0.026129,HTTPS_WEB
1069,1460,0.023223,0.017376,HTTPS_WEB
1110,1069,0.005601,0.023223,HTTPS_WEB
1231,1110,0.017869,0.005601,HTTPS_WEB
1240,1231,0.022227,0.017869,HTTPS_WEB
1298,1240,0.016576,0.022227,HTTPS_WEB
1460,1298,0.023458,0.016576,HTTPS_WEB
1148,1460,0.012379,0.023458,HTTPS_WEB
1036,1148,0.025865,0.012379,HTTPS_WEB
931,1036,0.032092,0.025865,HTTPS_WEB
1048,931,0.01346,0.032092,HTTPS_WEB
1174,1048,0.012881,0.01346,HTTPS_WEB
1460,1174,0.026174,0.012881,HTTPS_WEB
1086,1460,0.027057,0.026174,HTTPS_WEB
1220,1086,0.01234,0.027057,HTTPS_WEB
1177,1220,0.013059,0.01234,HTTPS_WEB
1393,1177,0.014028,0.013059,HTTPS_WEB
1460,1393,0.006589,0.014028,HTTPS_WEB
1084,1460,0.009569,0.006589,HTTPS_WEB
1091,1084,0.008971,0.009569,HTTPS_WEB
1367,1091,0.010625,0.008971,HTTPS_WEB
1302,1367,0.015757,0.010625,HTTPS_WEB
1460,1302,0.01764,0.015757,HTTPS_WEB
1285,1460,0.026854,0.01764,HTTPS_WEB
1115,1285,0.009012,0.026854,HTTPS_WEB
1286,1115,0.02289,0.009012,HTTPS_WEB
1379,1286,0.014502,0.02289,HTTPS_WEB
1327,1379,0.015654,0.014502,HTTPS_WEB
1271,1327,0.020724,0.015654,HTTPS_WEB
1372,1271,0.008141,0.020724,HTTPS_WEB
1390,1372,0.018677,0.008141,HTTPS_WEB
1428,1390,0.017165,0.018677,HTTPS_WEB
1296,1428,0.019447,0.017165,HTTPS_WEB
1149,1296,0.018024,0.019447,HTTPS_WEB
1206,1149,0.033187,0.018024,HTTPS_WEB
1397,1206,0.011536,0.033187,HTTPS_WEB
1032,1397,0.012283,0.011536,HTTPS_WEB
1246,1032,0.011638,0.012283,HTTPS_WEB
1109,1246,0.012112,0.011638,HTTPS_WEB
1185,1109,0.011538,0.012112,HTTPS_WEB
1410,1185,0.024323,0.011538,HTTPS_WEB
1364,0,0.0,0.0,HTTPS_WEB
983,1364,0.014756,0.0,HTTPS_WEB
1246,983,0.02054,0.014756,HTTPS_WEB
1266,1246,0.022911,0.02054,HTTPS_WEB
1175,1266,0.023853,0.022911,HTTPS_WEB
1077,1175,0.025174,0.023853,HTTPS_WEB
1132,1077,0.014443,0.025174,HTTPS_WEB
1107,1132,0.007971,0.014443,HTTPS_WEB
1460,1107,0.015198,0.007971,HTTPS_WEB
1175,1460,0.020433,0.015198,HTTPS_WEB
1274,1175,0.007409,0.020433,HTTPS_WEB
1460,1274,0.027621,0.007409,HTTPS_WEB
1022,1460,0.022285,0.027621,HTTPS_WEB
1186,1022,0.014554,0.022285,HTTPS_WEB
1131,1186,0.011024,0.014554,HTTPS_WEB
1164,1131,0.011316,0.011024,HTTPS_WEB
1147,1164,0.016519,0.011316,HTTPS_WEB
1048,1147,0.014394,0.016519,HTTPS_WEB
1215,1048,0.022654,0.014394,HTTPS_WEB
988,1215,0.013599,0.022654,HTTPS_WEB
1357,988,0.019539,0.013599,HTTPS_WEB
1292,1357,0.015798,0.019539,HTTPS_WEB
1091,1292,0.017888,0.015798,HTTPS_WEB
1099,1091,0.01439,0.017888,HTTPS_WEB
1229,1099,0.020954,0.01439,HTTPS_WEB
1036,1229,0.021058,0.020954,HTTPS_WEB
1460,1036,0.01922,0.021058,HTTPS_WEB
1244,1460,0.020253,0.01922,HTTPS_WEB
1250,1244,0.009389,0.020253,HTTPS_WEB
1302,1250,0.018263,0.009389,HTTPS_WEB
1075,1302,0.024744,0.018263,HTTPS_WEB
1376,1075,0.01944,0.024744,HTTPS_WEB
1200,1376,0.008785,0.01944,HTTPS_WEB
1351,1200,0.015652,0.008785,HTTPS_WEB
1144,1351,0.018625,0.015652,HTTPS_WEB
1417,1144,0.010698,0.018625,HTTPS_WEB
1252,1417,0.006492,0.010698,HTTPS_WEB
1460,1252,0.013787,0.006492,HTTPS_WEB
1113,1460,0.010814,0.013787,HTTPS_WEB
1216,1113,0.0159,0.010814,HTTPS_WEB
994,1216,0.00486,0.0159,HTTPS_WEB
1084,994,0.019953,0.00486,HTTPS_WEB
1291,1084,0.011558,0.019953,HTTPS_WEB
1383,1291,0.02297,0.011558,HTTPS_WEB
1460,1383,0.014062,0.02297,HTTPS_WEB
1162,1460,0.015822,0.014062,HTTPS_WEB
1012,1162,0.014789,0.015822,HTTPS_WEB
1315,1012,0.011183,0.014789,HTTPS_WEB
976,1315,0.033306,0.011183,HTTPS_WEB
1281,976,0.012529,0.033306,HTTPS_WEB
986,0,0.0,0.0,HTTPS_WEB
1300,986,0.017779,0.0,HTTPS_WEB
983,1300,0.014185,0.017779,HTTPS_WEB
1460,983,0.024636,0.014185,HTTPS_WEB
1041,1460,0.020542,0.024636,HTTPS_WEB
1233,1041,0.006256,0.020542,HTTPS_WEB
1360,1233,0.010131,0.006256,HTTPS_WEB
1134,1360,0.019645,0.010131,HTTPS_WEB
1241,1134,0.02193,0.019645,HTTPS_WEB
1438,1241,0.024558,0.02193,HTTPS_WEB
1281,1438,0.024502,0.024558,HTTPS_WEB
1243,1281,0.015373,0.024502,HTTPS_WEB
876,1243,0.018539,0.015373,HTTPS_WEB
1011,876,0.025091,0.018539,HTTPS_WEB
1368,1011,0.013877,0.025091,HTTPS_WEB
1282,1368,0.018658,0.013877,HTTPS_WEB
1309,1282,0.013712,0.018658,HTTPS_WEB
1294,1309,0.012143,0.013712,HTTPS_WEB
1412,1294,0.016339,0.012143,HTTPS_WEB
1132,1412,0.011187,0.016339,HTTPS_WEB
1201,1132,0.015084,0.011187,HTTPS_WEB
994,1201,0.008755,0.015084,HTTPS_WEB
949,994,0.01467,0.008755,HTTPS_WEB
884,949,0.019139,0.01467,HTTPS_WEB
1020,884,0.011879,0.019139,HTTPS_WEB
1459,1020,0.016065,0.011879,HTTPS_WEB
900,1459,0.016975,0.016065,HTTPS_WEB
1125,900,0.019168,0.016975,HTTPS_WEB
947,1125,0.015065,0.019168,HTTPS_WEB
1071,947,0.023601,0.015065,HTTPS_WEB
1210,1071,0.001294,0.023601,HTTPS_WEB
1053,1210,0.036564,0.001294,HTTPS_WEB
1376,1053,0.009902,0.036564,HTTPS_WEB
1456,1376,0.018824,0.009902,HTTPS_WEB
775,1456,0.009431,0.018824,HTTPS_WEB
1057,775,0.02051,0.009431,HTTPS_WEB
1190,1057,0.017936,0.02051,HTTPS_WEB
1382,1190,0.011445,0.017936,HTTPS_WEB
1098,1382,0.023512,0.011445,HTTPS_WEB
1176,1098,0.014852,0.023512,HTTPS_WEB
971,1176,0.019831,0.014852,HTTPS_WEB
904,971,0.00958,0.019831,HTTPS_WEB
1440,904,0.015784,0.00958,HTTPS_WEB
851,1440,0.030024,0.015784,HTTPS_WEB
1460,851,0.022741,0.030024,HTTPS_WEB
1310,1460,0.018153,0.022741,HTTPS_WEB
1302,1310,0.012858,0.018153,HTTPS_WEB
1283,1302,0.016472,0.012858,HTTPS_WEB
1134,1283,0.017383,0.016472,HTTPS_WEB
1250,1134,0.019145,0.017383,HTTPS_WEB
1276,0,0.0,0.0,HTTPS_WEB
1014,1276,0.022264,0.0,HTTPS_WEB
1210,1014,0.013935,0.022264,HTTPS_WEB
925,1210,0.024734,0.013935,HTTPS_WEB
1159,925,0.011286,0.024734,HTTPS_WEB
1017,1159,0.017953,0.011286,HTTPS_WEB
1047,1017,0.010153,0.017953,HTTPS_WEB
1402,1047,0.031016,0.010153,HTTPS_WEB
1376,1402,0.007687,0.031016,HTTPS_WEB
1289,1376,0.018169,0.007687,HTTPS_WEB
983,1289,0.020436,0.018169,HTTPS_WEB
1123,983,0.018897,0.020436,HTTPS_WEB
1398,1123,0.014703,0.018897,HTTPS_WEB
1205,1398,0.015091,0.014703,HTTPS_WEB
1460,1205,0.016307,0.015091,HTTPS_WEB
1250,1460,0.014971,0.016307,HTTPS_WEB
1214,1250,0.022747,0.014971,HTTPS_WEB
1124,1214,0.031474,0.022747,HTTPS_WEB
1204,1124,0.012098,0.031474,HTTPS_WEB
1152,1204,0.006411,0.012098,HTTPS_WEB
1307,1152,0.015382,0.006411,HTTPS_WEB
1352,1307,0.034058,0.015382,HTTPS_WEB
1038,1352,0.010374,0.034058,HTTPS_WEB
940,1038,0.027474,0.010374,HTTPS_WEB
849,940,0.027744,0.027474,HTTPS_WEB
1271,849,0.012125,0.027744,HTTPS_WEB
981,1271,0.019983,0.012125,HTTPS_WEB
792,981,0.027399,0.019983,HTTPS_WEB
1249,792,0.013346,0.027399,HTTPS_WEB
1460,1249,0.014575,0.013346,HTTPS_WEB
1178,1460,0.011928,0.014575,HTTPS_WEB
1330,1178,0.008897,0.011928,HTTPS_WEB
1194,1330,0.011455,0.008897,HTTPS_WEB
1162,1194,0.007432,0.011455,HTTPS_WEB
1345,1162,0.016239,0.007432,HTTPS_WEB
1127,1345,0.01061,0.016239,HTTPS_WEB
1228,1127,0.017637,0.01061,HTTPS_WEB
1237,1228,0.005109,0.017637,HTTPS_WEB
1059,1237,0.018316,0.005109,HTTPS_WEB
1358,1059,0.021835,0.018316,HTTPS_WEB
1148,1358,0.002044,0.021835,HTTPS_WEB
1043,1148,0.018618,0.002044,HTTPS_WEB
1276,1043,0.024594,0.018618,HTTPS_WEB
1018,1276,0.007533,0.024594,HTTPS_WEB
1185,1018,0.027708,0.007533,HTTPS_WEB
1178,1185,0.018933,0.027708,HTTPS_WEB
1375,1178,0.011065,0.018933,HTTPS_WEB
1265,1375,0.01561,0.011065,HTTPS_WEB
1175,1265,0.019908,0.01561,HTTPS_WEB
1327,1175,0.016532,0.019908,HTTPS_WEB
924,0,0.0,0.0,HTTP3_WEB
765,924,0.009012,0.0,HTTP3_WEB
1141,765,0.010748,0.009012,HTTP3_WEB
879,1141,0.013763,0.010748,HTTP3_WEB
808,879,0.012798,0.013763,HTTP3_WEB
885,808,0.00306,0.012798,HTTP3_WEB
671,885,0.001216,0.00306,HTTP3_WEB
723,671,0.012737,0.001216,HTTP3_WEB
1028,723,0.003532,0.012737,HTTP3_WEB
768,1028,0.008101,0.003532,HTTP3_WEB
713,768,0.00432,0.008101,HTTP3_WEB
935,713,0.001792,0.00432,HTTP3_WEB
1025,935,0.011166,0.001792,HTTP3_WEB
960,1025,0.012037,0.011166,HTTP3_WEB
999,960,0.006694,0.012037,HTTP3_WEB
754,999,0.001364,0.006694,HTTP3_WEB
660,754,0.006815,0.001364,HTTP3_WEB
1070,660,0.010567,0.006815,HTTP3_WEB
814,1070,0.003084,0.010567,HTTP3_WEB
824,814,0.009733,0.003084,HTTP3_WEB
1045,824,0.008939,0.009733,HTTP3_WEB
937,1045,0.011317,0.008939,HTTP3_WEB
923,937,0.009478,0.011317,HTTP3_WEB
1163,923,0.005108,0.009478,HTTP3_WEB
769,1163,0.013786,0.005108,HTTP3_WEB
989,769,0.008366,0.013786,HTTP3_WEB
867,989,0.008891,0.008366,HTTP3_WEB
897,867,0.005267,0.008891,HTTP3_WEB
1073,897,0.007227,0.005267,HTTP3_WEB
931,1073,0.005461,0.007227,HTTP3_WEB
935,931,0.008308,0.005461,HTTP3_WEB
1010,935,0.015847,0.008308,HTTP3_WEB
808,1010,0.003512,0.015847,HTTP3_WEB
742,808,0.002546,0.003512,HTTP3_WEB
713,742,0.014885,0.002546,HTTP3_WEB
584,713,0.008163,0.014885,HTTP3_WEB
1147,584,0.006324,0.008163,HTTP3_WEB
705,1147,0.01316,0.006324,HTTP3_WEB
829,705,0.006578,0.01316,HTTP3_WEB
821,829,0.016304,0.006578,HTTP3_WEB
903,821,0.011712,0.016304,HTTP3_WEB
974,903,0.007048,0.011712,HTTP3_WEB
980,974,0.017629,0.007048,HTTP3_WEB
778,980,0.006577,0.017629,HTTP3_WEB
836,778,0.011968,0.006577,HTTP3_WEB
