flow_id,capture_id,traffic_class,label,packet_index,timestamp,direction,packet_size,payload_size,iat,transport_protocol,tcp_flags,quic_packet_type
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,38,0.671462,B,483,433,7.7e-05,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,39,0.694415,B,1129,1100,0.022953,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,40,0.725492,F,558,520,0.031077,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,41,0.748062,B,1175,1124,0.022571,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,42,0.766328,B,1305,1285,0.018265,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,43,0.781811,F,612,588,0.015483,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,44,0.783989,B,1237,1214,0.002178,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,45,0.793191,F,1044,1009,0.009202,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,46,0.806282,F,1187,1144,0.01309,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,47,0.842138,F,1460,1425,0.035857,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,48,0.867293,F,814,793,0.025154,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,49,0.873738,B,636,589,0.006446,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,50,0.8986,B,588,537,0.024861,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,51,0.912823,B,614,568,0.014224,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,52,0.92267,F,873,834,0.009846,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,53,0.951845,B,1019,976,0.029175,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,54,0.98731,F,996,965,0.035465,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,55,1.021279,F,1189,1137,0.033969,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,56,1.028691,F,904,852,0.007412,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,57,1.044052,B,1408,1377,0.015362,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,58,1.069021,B,807,785,0.024969,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,59,1.103655,B,1460,1440,0.034633,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,60,1.116467,F,1118,1066,0.012812,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,61,1.133682,F,599,570,0.017215,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,62,1.137087,B,525,477,0.003405,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,63,1.139144,F,1068,1036,0.002057,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,64,1.171332,B,821,790,0.032188,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,65,1.211675,B,1149,1099,0.040344,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,66,1.230595,B,1065,1044,0.01892,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,67,1.265648,F,874,832,0.035053,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,68,1.291073,B,603,567,0.025425,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,69,1.301396,F,369,324,0.010323,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,70,1.326817,F,743,716,0.025421,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,71,1.369887,B,1199,1151,0.043071,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,72,1.38935,B,974,929,0.019463,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,73,1.43282,B,463,434,0.04347,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,74,1.452116,B,960,915,0.019296,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,75,1.484444,F,1034,981,0.032329,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,76,1.50575,F,590,564,0.021306,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,77,1.521265,B,953,930,0.015515,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,78,1.542641,F,920,890,0.021376,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,79,1.552455,F,499,451,0.009814,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,80,1.56916,F,1025,981,0.016705,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,81,1.594517,F,1096,1056,0.025357,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,82,1.636685,F,1279,1250,0.042168,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,83,1.648911,B,1268,1240,0.012226,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,84,1.656784,F,417,374,0.007873,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,85,1.669257,B,571,534,0.012474,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,86,1.702988,B,1080,1029,0.033731,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,87,1.727919,B,1079,1036,0.024931,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,88,1.739973,B,1080,1038,0.012054,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,89,1.767672,F,1460,1409,0.027699,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,90,1.789128,F,1099,1068,0.021456,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,91,1.823658,B,1297,1265,0.03453,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,92,1.833127,B,1233,1191,0.009469,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,93,1.848212,F,1127,1083,0.015085,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,94,1.862331,B,789,740,0.014118,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,95,1.864283,B,1165,1129,0.001953,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,96,1.888725,F,629,590,0.024442,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,97,1.912641,B,817,773,0.023916,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,98,1.932718,F,730,689,0.020077,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,99,1.949199,B,928,896,0.016481,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,100,1.950429,F,1460,1422,0.001231,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,101,1.96412,F,246,215,0.01369,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,102,1.978979,B,1140,1102,0.014859,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,103,1.986945,F,335,304,0.007966,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,104,2.004526,F,734,706,0.017581,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,105,2.030586,B,1281,1255,0.026061,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,106,2.078879,F,922,875,0.048293,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,107,2.101498,F,522,489,0.022619,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,108,2.125361,B,649,599,0.023863,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,109,2.144244,B,1137,1099,0.018883,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,110,2.153026,F,644,609,0.008782,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,111,2.172628,F,975,951,0.019602,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,112,2.193532,B,915,884,0.020903,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,113,2.25048,B,671,627,0.056949,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,114,2.267595,F,1460,1420,0.017115,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,115,2.292118,F,1121,1079,0.024523,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,116,2.311597,F,191,156,0.019479,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,117,2.314067,F,965,932,0.00247,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,118,2.35121,F,668,618,0.037142,TCP,ACK,
flow_https_web_xaji0y,cap_https_web_6dpbhs,HTTPS_WEB,0,119,2.382489,B,1198,1174,0.031279,TCP,ACK,
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,0,0.0,B,589,567,0.0,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,1,0.038104,F,884,832,0.038104,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,2,0.066771,F,958,933,0.028668,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,3,0.090724,F,1365,1336,0.023953,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,4,0.109391,F,1109,1085,0.018667,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,5,0.128114,B,818,776,0.018723,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,6,0.12884,F,916,887,0.000726,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,7,0.142238,F,284,263,0.013398,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,8,0.170873,F,1140,1108,0.028634,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,9,0.186068,F,1043,1022,0.015196,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,10,0.204601,F,1213,1174,0.018532,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,11,0.208487,F,806,786,0.003886,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,12,0.231833,F,888,860,0.023346,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,13,0.232292,F,705,669,0.000459,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,14,0.253771,F,505,477,0.021479,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,15,0.269524,B,669,639,0.015753,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,16,0.272443,F,304,270,0.002919,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,17,0.303277,F,1124,1081,0.030834,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,18,0.319311,B,197,148,0.016034,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,19,0.35964,B,1459,1409,0.040329,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,20,0.395379,F,320,296,0.035739,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,21,0.402825,F,1299,1266,0.007446,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,22,0.411325,B,577,547,0.008499,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,23,0.415261,F,1018,990,0.003936,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,24,0.416299,B,624,571,0.001038,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,25,0.429233,B,1352,1321,0.012934,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,26,0.464557,F,863,843,0.035325,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,27,0.469536,F,1172,1131,0.004979,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,28,0.49776,F,872,824,0.028223,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,29,0.52498,B,955,928,0.02722,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,30,0.549636,B,1034,1004,0.024656,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,31,0.576434,B,691,658,0.026798,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,32,0.581184,B,465,416,0.004749,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,33,0.608322,B,459,419,0.027139,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,34,0.619731,F,865,841,0.011409,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,35,0.631242,F,703,665,0.01151,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,36,0.649931,F,206,173,0.018689,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,37,0.657801,B,1003,958,0.007871,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,38,0.692107,B,484,461,0.034306,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,39,0.706671,F,501,457,0.014564,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,40,0.725218,F,837,793,0.018547,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,41,0.747888,F,579,542,0.02267,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,42,0.76268,F,886,859,0.014791,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,43,0.779433,B,1442,1409,0.016754,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,44,0.807556,F,736,685,0.028123,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,45,0.81276,B,532,480,0.005204,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,46,0.822339,F,904,862,0.009578,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,47,0.828733,B,617,583,0.006395,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,48,0.863974,B,857,805,0.035241,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,49,0.873554,F,944,900,0.00958,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,50,0.889835,F,839,803,0.016281,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,51,0.900627,B,866,814,0.010793,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,52,0.914929,F,907,886,0.014302,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,53,0.92408,F,1329,1296,0.009151,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,54,0.947633,F,774,749,0.023553,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,55,0.953143,F,888,863,0.00551,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,56,0.954913,F,1110,1088,0.001771,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,57,0.966212,F,991,965,0.011299,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,58,0.974633,B,742,715,0.008421,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,59,0.976579,B,1120,1086,0.001946,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,60,0.990699,B,588,540,0.01412,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,61,0.99262,F,781,729,0.001921,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,62,1.031353,B,618,569,0.038733,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,63,1.031442,F,1022,976,8.9e-05,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,64,1.041686,F,1206,1158,0.010244,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,65,1.054844,B,917,865,0.013157,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,66,1.09306,F,872,826,0.038216,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,67,1.095824,B,587,535,0.002764,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,68,1.115528,B,639,616,0.019705,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,69,1.145974,B,492,451,0.030446,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,70,1.160257,B,196,175,0.014283,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,71,1.164219,B,732,703,0.003962,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,72,1.180924,B,760,736,0.016704,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,73,1.217249,F,1460,1431,0.036325,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,74,1.227859,F,1318,1266,0.010611,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,75,1.263094,B,1016,984,0.035234,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,76,1.284198,F,1460,1410,0.021104,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,77,1.316988,F,1267,1224,0.03279,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,78,1.337612,F,247,213,0.020624,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,79,1.349799,B,1170,1122,0.012187,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,80,1.387466,F,1063,1036,0.037666,QUIC,,1-RTT
flow_http3_web_fsv871,cap_http3_web_yzoyn6,HTTP3_WEB,1,81,1.408169,F,763,739,0.020703,QUIC,,1-RTT
