Current packet size,Previous packet size,Current time gap,Previous time gap,traffic_class
873,614,0.009846,0.014224,HTTPS_WEB
1019,873,0.029175,0.009846,HTTPS_WEB
996,1019,0.035465,0.029175,HTTPS_WEB
1189,996,0.033969,0.035465,HTTPS_WEB
904,1189,0.007412,0.033969,HTTPS_WEB
1408,904,0.015362,0.007412,HTTPS_WEB
807,1408,0.024969,0.015362,HTTPS_WEB
1460,807,0.034633,0.024969,HTTPS_WEB
1118,1460,0.012812,0.034633,HTTPS_WEB
599,1118,0.017215,0.012812,HTTPS_WEB
525,599,0.003405,0.017215,HTTPS_WEB
1068,525,0.002057,0.003405,HTTPS_WEB
821,1068,0.032188,0.002057,HTTPS_WEB
1149,821,0.040344,0.032188,HTTPS_WEB
1065,1149,0.01892,0.040344,HTTPS_WEB
874,1065,0.035053,0.01892,HTTPS_WEB
603,874,0.025425,0.035053,HTTPS_WEB
369,603,0.010323,0.025425,HTTPS_WEB
743,369,0.025421,0.010323,HTTPS_WEB
1199,743,0.043071,0.025421,HTTPS_WEB
974,1199,0.019463,0.043071,HTTPS_WEB
463,974,0.04347,0.019463,HTTPS_WEB
960,463,0.019296,0.04347,HTTPS_WEB
1034,960,0.032329,0.019296,HTTPS_WEB
590,1034,0.021306,0.032329,HTTPS_WEB
953,590,0.015515,0.021306,HTTPS_WEB
920,953,0.021376,0.015515,HTTPS_WEB
499,920,0.009814,0.021376,HTTPS_WEB
1025,499,0.016705,0.009814,HTTPS_WEB
1096,1025,0.025357,0.016705,HTTPS_WEB
1279,1096,0.042168,0.025357,HTTPS_WEB
1268,1279,0.012226,0.042168,HTTPS_WEB
417,1268,0.007873,0.012226,HTTPS_WEB
571,417,0.012474,0.007873,HTTPS_WEB
1080,571,0.033731,0.012474,HTTPS_WEB
1079,1080,0.024931,0.033731,HTTPS_WEB
1080,1079,0.012054,0.024931,HTTPS_WEB
1460,1080,0.027699,0.012054,HTTPS_WEB
1099,1460,0.021456,0.027699,HTTPS_WEB
1297,1099,0.03453,0.021456,HTTPS_WEB
1233,1297,0.009469,0.03453,HTTPS_WEB
1127,1233,0.015085,0.009469,HTTPS_WEB
789,1127,0.014118,0.015085,HTTPS_WEB
1165,789,0.001953,0.014118,HTTPS_WEB
629,1165,0.024442,0.001953,HTTPS_WEB
817,629,0.023916,0.024442,HTTPS_WEB
730,817,0.020077,0.023916,HTTPS_WEB
928,730,0.016481,0.020077,HTTPS_WEB
1460,928,0.001231,0.016481,HTTPS_WEB
246,1460,0.01369,0.001231,HTTPS_WEB
1140,246,0.014859,0.01369,HTTPS_WEB
335,1140,0.007966,0.014859,HTTPS_WEB
734,335,0.017581,0.007966,HTTPS_WEB
1281,734,0.026061,0.017581,HTTPS_WEB
922,1281,0.048293,0.026061,HTTPS_WEB
522,922,0.022619,0.048293,HTTPS_WEB
649,522,0.023863,0.022619,HTTPS_WEB
1137,649,0.018883,0.023863,HTTPS_WEB
644,1137,0.008782,0.018883,HTTPS_WEB
975,644,0.019602,0.008782,HTTPS_WEB
915,975,0.020903,0.019602,HTTPS_WEB
671,915,0.056949,0.020903,HTTPS_WEB
1460,671,0.017115,0.056949,HTTPS_WEB
1121,1460,0.024523,0.017115,HTTPS_WEB
191,1121,0.019479,0.024523,HTTPS_WEB
965,191,0.00247,0.019479,HTTPS_WEB
668,965,0.037142,0.00247,HTTPS_WEB
1198,668,0.031279,0.037142,HTTPS_WEB
943,0,0.0,0.0,HTTP3_WEB
1292,943,0.016623,0.0,HTTP3_WEB
1107,1292,0.02406,0.016623,HTTP3_WEB
802,1107,0.028389,0.02406,HTTP3_WEB
844,802,0.003596,0.028389,HTTP3_WEB
549,844,0.013986,0.003596,HTTP3_WEB
844,549,0.012301,0.013986,HTTP3_WEB
763,844,0.01016,0.012301,HTTP3_WEB
946,763,0.039185,0.01016,HTTP3_WEB
601,946,0.02286,0.039185,HTTP3_WEB
1005,601,0.002869,0.02286,HTTP3_WEB
1309,1005,0.029014,0.002869,HTTP3_WEB
817,1309,0.043466,0.029014,HTTP3_WEB
970,817,0.03039,0.043466,HTTP3_WEB
1057,970,0.000232,0.03039,HTTP3_WEB
729,1057,0.012189,0.000232,HTTP3_WEB
917,729,0.033203,0.012189,HTTP3_WEB
853,917,0.009508,0.033203,HTTP3_WEB
879,853,0.023326,0.009508,HTTP3_WEB
618,879,0.027296,0.023326,HTTP3_WEB
857,618,0.006877,0.027296,HTTP3_WEB
999,857,0.017286,0.006877,HTTP3_WEB
1285,999,0.020895,0.017286,HTTP3_WEB
1137,1285,0.005707,0.020895,HTTP3_WEB
1460,1137,0.014969,0.005707,HTTP3_WEB
619,1460,0.003027,0.014969,HTTP3_WEB
1111,619,0.037589,0.003027,HTTP3_WEB
905,1111,0.000838,0.037589,HTTP3_WEB
1460,905,0.012719,0.000838,HTTP3_WEB
607,1460,0.019569,0.012719,HTTP3_WEB
598,607,0.035295,0.019569,HTTP3_WEB
670,598,0.00077,0.035295,HTTP3_WEB
212,670,0.031958,0.00077,HTTP3_WEB
692,212,0.018123,0.031958,HTTP3_WEB
622,692,0.006222,0.018123,HTTP3_WEB
895,622,0.023545,0.006222,HTTP3_WEB
952,895,0.020389,0.023545,HTTP3_WEB
1412,952,0.010797,0.020389,HTTP3_WEB
1135,1412,0.018838,0.010797,HTTP3_WEB
676,1135,0.013376,0.018838,HTTP3_WEB
580,676,0.019362,0.013376,HTTP3_WEB
997,580,0.025946,0.019362,HTTP3_WEB
453,997,0.037032,0.025946,HTTP3_WEB
1399,453,0.003146,0.037032,HTTP3_WEB
1203,1399,0.043596,0.003146,HTTP3_WEB
709,1203,0.005425,0.043596,HTTP3_WEB
336,709,0.016179,0.005425,HTTP3_WEB
1256,336,0.02506,0.016179,HTTP3_WEB
815,1256,0.021372,0.02506,HTTP3_WEB
1221,815,0.010528,0.021372,HTTP3_WEB
371,1221,0.015503,0.010528,HTTP3_WEB
670,371,0.012084,0.015503,HTTP3_WEB
851,670,0.010928,0.012084,HTTP3_WEB
864,851,0.028195,0.010928,HTTP3_WEB
714,864,0.022284,0.028195,HTTP3_WEB
1036,714,0.009685,0.022284,HTTP3_WEB
529,1036,0.028795,0.009685,HTTP3_WEB
807,529,0.021688,0.028795,HTTP3_WEB
886,807,0.027754,0.021688,HTTP3_WEB
1004,886,0.025556,0.027754,HTTP3_WEB
1063,1004,0.008052,0.025556,HTTP3_WEB
512,1063,0.011278,0.008052,HTTP3_WEB
389,512,0.026968,0.011278,HTTP3_WEB
1233,389,0.025324,0.026968,HTTP3_WEB
949,1233,0.017749,0.025324,HTTP3_WEB
625,949,0.019408,0.017749,HTTP3_WEB
1315,625,0.033332,0.019408,HTTP3_WEB
884,1315,0.010901,0.033332,HTTP3_WEB
1203,884,0.024565,0.010901,HTTP3_WEB
870,1203,0.015574,0.024565,HTTP3_WEB
1460,870,0.015388,0.015574,HTTP3_WEB
1376,1460,0.031185,0.015388,HTTP3_WEB
775,1376,0.027905,0.031185,HTTP3_WEB
1141,775,0.027762,0.027905,HTTP3_WEB
1043,1141,0.033666,0.027762,HTTP3_WEB
1260,1043,0.018252,0.033666,HTTP3_WEB
560,1260,0.026183,0.018252,HTTP3_WEB
1055,560,0.014277,0.026183,HTTP3_WEB
1167,1055,0.02189,0.014277,HTTP3_WEB
322,1167,0.016438,0.02189,HTTP3_WEB
495,322,0.019164,0.016438,HTTP3_WEB
238,495,0.025142,0.019164,HTTP3_WEB
769,238,0.008181,0.025142,HTTP3_WEB
1065,769,0.043109,0.008181,HTTP3_WEB
1300,1065,0.005928,0.043109,HTTP3_WEB
872,1300,0.00343,0.005928,HTTP3_WEB
1338,872,0.031897,0.00343,HTTP3_WEB
435,1338,0.0275,0.031897,HTTP3_WEB
338,435,0.025489,0.0275,HTTP3_WEB
833,338,0.02554,0.025489,HTTP3_WEB
965,833,0.017853,0.02554,HTTP3_WEB
840,965,0.007233,0.017853,HTTP3_WEB
229,840,0.01891,0.007233,HTTP3_WEB
823,229,0.009874,0.01891,HTTP3_WEB
458,823,0.029701,0.009874,HTTP3_WEB
1050,458,0.016235,0.029701,HTTP3_WEB
959,1050,0.008094,0.016235,HTTP3_WEB
568,959,0.014143,0.008094,HTTP3_WEB
695,568,0.022955,0.014143,HTTP3_WEB
532,695,0.011235,0.022955,HTTP3_WEB
831,532,0.008133,0.011235,HTTP3_WEB
1136,831,0.020924,0.008133,HTTP3_WEB
554,1136,0.02094,0.020924,HTTP3_WEB
1001,554,0.011917,0.02094,HTTP3_WEB
690,1001,0.012348,0.011917,HTTP3_WEB
612,690,0.020785,0.012348,HTTP3_WEB
817,612,0.000623,0.020785,HTTP3_WEB
539,817,0.00111,0.000623,HTTP3_WEB
683,539,0.009379,0.00111,HTTP3_WEB
490,683,0.015439,0.009379,HTTP3_WEB
177,0,0.0,0.0,DOH
173,177,0.035705,0.0,DOH
197,173,0.021005,0.035705,DOH
54,197,0.03928,0.021005,DOH
98,54,0.032753,0.03928,DOH
329,98,0.030581,0.032753,DOH
351,329,0.047283,0.030581,DOH
200,351,0.05015,0.047283,DOH
224,0,0.0,0.0,DOH3
157,224,0.037603,0.0,DOH3
110,157,0.08742,0.037603,DOH3
164,110,0.052152,0.08742,DOH3
134,164,0.029697,0.052152,DOH3
328,134,0.0148,0.029697,DOH3
271,328,0.003084,0.0148,DOH3
127,0,0.0,0.0,DOQ
182,127,0.050199,0.0,DOQ
138,182,0.029161,0.050199,DOQ
105,138,0.015081,0.029161,DOQ
255,105,0.050847,0.015081,DOQ
319,255,0.036084,0.050847,DOQ
